,song,analysis_url,track_href,uri,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,International,Unknown,electronic,folk,hip hop,house,indie,latino,metal,pop,punk,r&b,rap,rock,global,global_100,global_top,popularity
413,Malibu,https://api.spotify.com/v1/audio-analysis/2habSXqcJGExM6JJyskY7O,https://api.spotify.com/v1/tracks/2habSXqcJGExM6JJyskY7O,spotify:track:2habSXqcJGExM6JJyskY7O,Miley Cyrus,0.0577,0.565,231906,0.782,4.16e-05,8,0.0757,-6.412999999999999,1,0.0506,140.004,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,True,False,71
414,Wet Dreamz,https://api.spotify.com/v1/audio-analysis/6Ius4TC0L3cN74HT7ENE6e,https://api.spotify.com/v1/tracks/6Ius4TC0L3cN74HT7ENE6e,spotify:track:6Ius4TC0L3cN74HT7ENE6e,J. Cole,0.0752,0.504,239320,0.705,0.0,6,0.128,-8.205,0,0.364,175.483,0.584,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,81
415,How to Save a Life,https://api.spotify.com/v1/audio-analysis/5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/tracks/5fVZC9GiM4e8vu99W0Xf6J,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,The Fray,0.26899999999999996,0.64,262533,0.743,0.0,10,0.10099999999999999,-4.08,1,0.0379,122.035,0.361,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,82
416,Feels,https://api.spotify.com/v1/audio-analysis/5bcTCxgc7xVfSaMV3RuVke,https://api.spotify.com/v1/tracks/5bcTCxgc7xVfSaMV3RuVke,spotify:track:5bcTCxgc7xVfSaMV3RuVke,Calvin Harris,0.0642,0.893,223413,0.745,0.0,11,0.0943,-3.105,0,0.0571,101.01799999999999,0.872,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,True,False,84
417,There for You,https://api.spotify.com/v1/audio-analysis/6jA8HL9i4QGzsj6fjoxp8Y,https://api.spotify.com/v1/tracks/6jA8HL9i4QGzsj6fjoxp8Y,spotify:track:6jA8HL9i4QGzsj6fjoxp8Y,Martin Garrix,0.124,0.611,221904,0.644,0.0,6,0.124,-7.607,0,0.0553,105.969,0.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,True,False,84
418,Sexual,https://api.spotify.com/v1/audio-analysis/5pqUc0SPA1EmhdOyD9Ou45,https://api.spotify.com/v1/tracks/5pqUc0SPA1EmhdOyD9Ou45,spotify:track:5pqUc0SPA1EmhdOyD9Ou45,NEIKED,0.0735,0.8029999999999999,188889,0.5579999999999999,0.0,2,0.0862,-7.588999999999999,1,0.0627,108.022,0.8140000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,False,False,66
419,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",https://api.spotify.com/v1/audio-analysis/5pfJsMwoRYKampPay8amX0,https://api.spotify.com/v1/tracks/5pfJsMwoRYKampPay8amX0,spotify:track:5pfJsMwoRYKampPay8amX0,Macklemore & Ryan Lewis,0.0916,0.828,292593,0.609,1.21e-06,1,0.29100000000000004,-4.402,1,0.0694,109.725,0.7070000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,73
420,I Like Me Better,https://api.spotify.com/v1/audio-analysis/1wjzFQodRWrPcQ0AnYnvQ9,https://api.spotify.com/v1/tracks/1wjzFQodRWrPcQ0AnYnvQ9,spotify:track:1wjzFQodRWrPcQ0AnYnvQ9,Lauv,0.535,0.752,197437,0.505,2.55e-06,9,0.10400000000000001,-7.621,1,0.253,91.97,0.419,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,True,False,90
421,No Promises (feat. Demi Lovato),https://api.spotify.com/v1/audio-analysis/5lNuqFVMca4vPupY10cH0J,https://api.spotify.com/v1/tracks/5lNuqFVMca4vPupY10cH0J,spotify:track:5lNuqFVMca4vPupY10cH0J,Cheat Codes,0.0572,0.7390000000000001,222787,0.619,0.0,10,0.105,-6.669,1,0.162,112.961,0.58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,True,False,77
422,Pretty Girl - Cheat Codes X CADE Remix,https://api.spotify.com/v1/audio-analysis/1NDxZ7cFAo481dtYWdrUnR,https://api.spotify.com/v1/tracks/1NDxZ7cFAo481dtYWdrUnR,spotify:track:1NDxZ7cFAo481dtYWdrUnR,Maggie Lindemann,0.15,0.703,193613,0.868,0.132,7,0.10400000000000001,-4.6610000000000005,0,0.0291,121.03,0.733,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,True,False,79
423,Swang,https://api.spotify.com/v1/audio-analysis/6mapJIPnQ23RTAevUoE0DL,https://api.spotify.com/v1/tracks/6mapJIPnQ23RTAevUoE0DL,spotify:track:6mapJIPnQ23RTAevUoE0DL,Rae Sremmurd,0.215,0.6779999999999999,208120,0.317,4.31e-05,8,0.10099999999999999,-9.427,1,0.0583,140.009,0.16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,True,False,78
424,Ahora Dice,https://api.spotify.com/v1/audio-analysis/5LVoGJTyG6fLJgoGkY2QAZ,https://api.spotify.com/v1/tracks/5LVoGJTyG6fLJgoGkY2QAZ,spotify:track:5LVoGJTyG6fLJgoGkY2QAZ,Chris Jeday,0.28600000000000003,0.706,271080,0.6890000000000001,0.0,6,0.12300000000000001,-5.5329999999999995,1,0.17,144.127,0.41100000000000003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,True,False,79
425,Too Good At Goodbyes,https://api.spotify.com/v1/audio-analysis/7oAraczbemGSNWqnbkU87R,https://api.spotify.com/v1/tracks/7oAraczbemGSNWqnbkU87R,spotify:track:7oAraczbemGSNWqnbkU87R,Sam Smith,0.618,0.515,201000,0.37799999999999995,0.0,5,0.172,-8.264,1,0.065,91.883,0.536,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,False,False,47
426,What Lovers Do (feat. SZA),https://api.spotify.com/v1/audio-analysis/4nYsmWkuTaowTMy4gskmBw,https://api.spotify.com/v1/tracks/4nYsmWkuTaowTMy4gskmBw,spotify:track:4nYsmWkuTaowTMy4gskmBw,Maroon 5,0.0805,0.792,199849,0.612,3.83e-06,5,0.0852,-5.2120000000000015,0,0.0693,109.959,0.42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,True,False,85
427,Cold (feat. Future),https://api.spotify.com/v1/audio-analysis/50QWA5PR501dIe2KkJkHRR,https://api.spotify.com/v1/tracks/50QWA5PR501dIe2KkJkHRR,spotify:track:50QWA5PR501dIe2KkJkHRR,Maroon 5,0.13,0.6990000000000001,234308,0.718,0.0,9,0.043,-6.295,0,0.11599999999999999,99.915,0.52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,74
428,Silence,https://api.spotify.com/v1/audio-analysis/7vGuf3Y35N4wmASOKLUVVU,https://api.spotify.com/v1/tracks/7vGuf3Y35N4wmASOKLUVVU,spotify:track:7vGuf3Y35N4wmASOKLUVVU,Marshmello,0.256,0.52,180823,0.7609999999999999,4.96e-06,4,0.17,-3.093,1,0.0853,141.971,0.28600000000000003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,True,False,94
429,Seven Nation Army,https://api.spotify.com/v1/audio-analysis/7i6r9KotUPQg3ozKKgEPIN,https://api.spotify.com/v1/tracks/7i6r9KotUPQg3ozKKgEPIN,spotify:track:7i6r9KotUPQg3ozKKgEPIN,The White Stripes,0.00817,0.737,231733,0.46299999999999997,0.447,0,0.255,-7.8279999999999985,1,0.0792,123.881,0.324,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,76
430,I Fall Apart,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,Post Malone,0.0777,0.573,223347,0.5429999999999999,0.0,8,0.19899999999999998,-5.357,0,0.0398,143.916,0.308,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,True,False,91
431,Go Flex,https://api.spotify.com/v1/audio-analysis/5yuShbu70mtHXY0yLzCQLQ,https://api.spotify.com/v1/tracks/5yuShbu70mtHXY0yLzCQLQ,spotify:track:5yuShbu70mtHXY0yLzCQLQ,Post Malone,0.248,0.662,179613,0.496,0.0,5,0.0769,-8.267000000000001,1,0.109,81.95100000000002,0.133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,True,False,84
432,All Star,https://api.spotify.com/v1/audio-analysis/3cfOd4CMv2snFaKAnMdnvK,https://api.spotify.com/v1/tracks/3cfOd4CMv2snFaKAnMdnvK,spotify:track:3cfOd4CMv2snFaKAnMdnvK,Smash Mouth,0.0319,0.731,200373,0.861,0.0,11,0.0829,-5.881,1,0.0323,104.03399999999999,0.78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,76
433,Sweater Weather,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,0.0495,0.612,240400,0.807,0.0177,10,0.10099999999999999,-2.81,1,0.0336,124.053,0.39799999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,79
434,Green Light,https://api.spotify.com/v1/audio-analysis/3I4QOvltiKcMu3xmnQjEct,https://api.spotify.com/v1/tracks/3I4QOvltiKcMu3xmnQjEct,spotify:track:3I4QOvltiKcMu3xmnQjEct,Lorde,0.0166,0.598,234653,0.731,1.58e-05,9,0.0794,-7.776,1,0.106,128.851,0.22899999999999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,True,False,74
435,All I Want for Christmas Is You,https://api.spotify.com/v1/audio-analysis/0bYg9bo50gSsH3LtXe2SQn,https://api.spotify.com/v1/tracks/0bYg9bo50gSsH3LtXe2SQn,spotify:track:0bYg9bo50gSsH3LtXe2SQn,Mariah Carey,0.16399999999999998,0.335,241107,0.625,0.0,7,0.0708,-7.4620000000000015,1,0.0386,150.27700000000004,0.34600000000000003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,True,74
436,No Limit,https://api.spotify.com/v1/audio-analysis/2DQ1ITjI0YoLFzuADN1ZBW,https://api.spotify.com/v1/tracks/2DQ1ITjI0YoLFzuADN1ZBW,spotify:track:2DQ1ITjI0YoLFzuADN1ZBW,G-Eazy,0.0117,0.838,245387,0.7709999999999999,0.0,1,0.0853,-3.7910000000000004,1,0.244,175.957,0.405,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,True,False,84
437,I Mean It,https://api.spotify.com/v1/audio-analysis/6jmTHeoWvBaSrwWttr8Xvu,https://api.spotify.com/v1/tracks/6jmTHeoWvBaSrwWttr8Xvu,spotify:track:6jmTHeoWvBaSrwWttr8Xvu,G-Eazy,0.125,0.7120000000000001,236480,0.562,0.0,10,0.136,-6.007999999999999,1,0.129,140.0,0.142,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,78
438,Candy Paint,https://api.spotify.com/v1/audio-analysis/42CeaId2XNlxugDvyqHfDf,https://api.spotify.com/v1/tracks/42CeaId2XNlxugDvyqHfDf,spotify:track:42CeaId2XNlxugDvyqHfDf,Post Malone,0.633,0.765,229573,0.688,0.0,4,0.0734,-5.566,1,0.0841,90.01299999999998,0.434,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,True,False,87
439,Bodak Yellow,https://api.spotify.com/v1/audio-analysis/2771LMNxwf62FTAdpJMQfM,https://api.spotify.com/v1/tracks/2771LMNxwf62FTAdpJMQfM,spotify:track:2771LMNxwf62FTAdpJMQfM,Cardi B,0.0672,0.929,223962,0.723,0.0,11,0.34600000000000003,-5.7920000000000025,0,0.109,125.022,0.45799999999999996,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,True,False,89
440,Gucci Gang,https://api.spotify.com/v1/audio-analysis/43ZyHQITOjhciSUUNPVRHc,https://api.spotify.com/v1/tracks/43ZyHQITOjhciSUUNPVRHc,spotify:track:43ZyHQITOjhciSUUNPVRHc,Lil Pump,0.239,0.9359999999999999,124056,0.523,0.0,5,0.11699999999999999,-6.71,1,0.0597,119.889,0.6990000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,89
441,Crying in the Club,https://api.spotify.com/v1/audio-analysis/1SJtlNRJDeYHioymcvsqev,https://api.spotify.com/v1/tracks/1SJtlNRJDeYHioymcvsqev,spotify:track:1SJtlNRJDeYHioymcvsqev,Camila Cabello,0.33399999999999996,0.33399999999999996,216391,0.617,0.0,6,0.163,-5.834,0,0.38299999999999995,85.227,0.603,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,True,False,82
442,Drowning (feat. Kodak Black),https://api.spotify.com/v1/audio-analysis/1f5cbQtDrykjarZVrShaDI,https://api.spotify.com/v1/tracks/1f5cbQtDrykjarZVrShaDI,spotify:track:1f5cbQtDrykjarZVrShaDI,A Boogie Wit da Hoodie,0.501,0.8390000000000001,209269,0.81,0.0,5,0.11699999999999999,-5.274,0,0.0568,129.014,0.8140000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,True,False,85
443,Bank Account,https://api.spotify.com/v1/audio-analysis/2fQrGHiQOvpL9UgPvtYy6G,https://api.spotify.com/v1/tracks/2fQrGHiQOvpL9UgPvtYy6G,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,21 Savage,0.0151,0.884,220307,0.34600000000000003,7.04e-06,8,0.0871,-8.228,0,0.35100000000000003,75.016,0.376,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,True,False,90
444,Wolves,https://api.spotify.com/v1/audio-analysis/0tBbt8CrmxbjRP0pueQkyU,https://api.spotify.com/v1/tracks/0tBbt8CrmxbjRP0pueQkyU,spotify:track:0tBbt8CrmxbjRP0pueQkyU,Selena Gomez,0.129,0.72,197993,0.807,0.0,11,0.183,-4.59,0,0.0432,124.946,0.305,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,False,False,87
445,LOVE. FEAT. ZACARI.,https://api.spotify.com/v1/audio-analysis/6PGoSes0D9eUDeeAafB2As,https://api.spotify.com/v1/tracks/6PGoSes0D9eUDeeAafB2As,spotify:track:6PGoSes0D9eUDeeAafB2As,Kendrick Lamar,0.29,0.7979999999999999,213400,0.5820000000000001,0.0,10,0.153,-7.38,1,0.10300000000000001,126.075,0.7659999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,True,False,88
446,LOYALTY. FEAT. RIHANNA.,https://api.spotify.com/v1/audio-analysis/6SwRhMLwNqEi6alNPVG00n,https://api.spotify.com/v1/tracks/6SwRhMLwNqEi6alNPVG00n,spotify:track:6SwRhMLwNqEi6alNPVG00n,Kendrick Lamar,0.0224,0.6809999999999999,227360,0.541,0.0,9,0.16699999999999998,-8.926,0,0.055,110.803,0.413,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,True,False,80
447,Now Or Never,https://api.spotify.com/v1/audio-analysis/7i2DJ88J7jQ8K7zqFX2fW8,https://api.spotify.com/v1/tracks/7i2DJ88J7jQ8K7zqFX2fW8,spotify:track:7i2DJ88J7jQ8K7zqFX2fW8,Halsey,0.105,0.6579999999999999,214802,0.588,1.28e-06,6,0.125,-4.902,0,0.0367,110.075,0.434,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,True,False,78
448,1-800-273-8255,https://api.spotify.com/v1/audio-analysis/5tz69p7tJuGPeMGwNTxYuV,https://api.spotify.com/v1/tracks/5tz69p7tJuGPeMGwNTxYuV,spotify:track:5tz69p7tJuGPeMGwNTxYuV,Logic,0.57,0.629,250173,0.5720000000000001,0.0,5,0.192,-7.733,0,0.0387,100.015,0.386,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,True,False,86
449,Look What You Made Me Do,https://api.spotify.com/v1/audio-analysis/1P17dC1amhFzptugyAO7Il,https://api.spotify.com/v1/tracks/1P17dC1amhFzptugyAO7Il,spotify:track:1P17dC1amhFzptugyAO7Il,Taylor Swift,0.18899999999999997,0.769,211853,0.7090000000000001,1.7199999999999998e-05,9,0.133,-6.432,0,0.139,128.063,0.514,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,True,True,80
450,Shake It Off,https://api.spotify.com/v1/audio-analysis/5xTtaWoae3wi06K5WfVUUH,https://api.spotify.com/v1/tracks/5xTtaWoae3wi06K5WfVUUH,spotify:track:5xTtaWoae3wi06K5WfVUUH,Taylor Swift,0.0577,0.653,219200,0.799,0.0,7,0.221,-5.359,1,0.163,160.017,0.945,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,False,False,72
451,Too Good At Goodbyes,https://api.spotify.com/v1/audio-analysis/3VlbOrM6nYPprVvzBZllE5,https://api.spotify.com/v1/tracks/3VlbOrM6nYPprVvzBZllE5,spotify:track:3VlbOrM6nYPprVvzBZllE5,Sam Smith,0.615,0.6609999999999999,201000,0.373,0.0,5,0.177,-8.249,1,0.0505,91.5,0.523,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,False,False,86
452,Young Dumb & Broke,https://api.spotify.com/v1/audio-analysis/5Z3GHaZ6ec9bsiI5BenrbY,https://api.spotify.com/v1/tracks/5Z3GHaZ6ec9bsiI5BenrbY,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,Khalid,0.19899999999999998,0.7979999999999999,202547,0.539,1.66e-05,1,0.165,-6.351,1,0.0421,136.94899999999998,0.39399999999999996,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,True,False,92
453,Bonita,https://api.spotify.com/v1/audio-analysis/0atfY1ew83Ql9nNnJiD2t5,https://api.spotify.com/v1/tracks/0atfY1ew83Ql9nNnJiD2t5,spotify:track:0atfY1ew83Ql9nNnJiD2t5,J Balvin,0.0116,0.782,265747,0.8640000000000001,0.00268,5,0.292,-1.749,0,0.0402,96.04899999999999,0.866,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,True,False,81
454,Stargazing,https://api.spotify.com/v1/audio-analysis/0Zbbxnx4SGGHoIow4PpISP,https://api.spotify.com/v1/tracks/0Zbbxnx4SGGHoIow4PpISP,spotify:track:0Zbbxnx4SGGHoIow4PpISP,Kygo,0.152,0.677,236853,0.4970000000000001,0.0,5,0.0911,-5.763,1,0.0809,99.137,0.419,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,True,False,89
455,Feel It Still,https://api.spotify.com/v1/audio-analysis/6QgjcU0zLnzq5OrUoSZ3OK,https://api.spotify.com/v1/tracks/6QgjcU0zLnzq5OrUoSZ3OK,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,Portugal. The Man,0.0417,0.8009999999999999,163253,0.795,0.000113,1,0.0717,-5.115,0,0.0504,79.028,0.754,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,True,False,92
456,Mama,https://api.spotify.com/v1/audio-analysis/0NiXXAI876aGImAd6rTj8w,https://api.spotify.com/v1/tracks/0NiXXAI876aGImAd6rTj8w,spotify:track:0NiXXAI876aGImAd6rTj8w,Jonas Blue,0.11,0.746,181615,0.7929999999999999,0.0,11,0.0528,-4.209,0,0.0412,104.027,0.557,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,True,False,72
457,Perfect Strangers,https://api.spotify.com/v1/audio-analysis/5bZtRlMBU76vHuDOb1GM5u,https://api.spotify.com/v1/tracks/5bZtRlMBU76vHuDOb1GM5u,spotify:track:5bZtRlMBU76vHuDOb1GM5u,Jonas Blue,0.373,0.736,195313,0.835,0.0,1,0.262,-4.941,1,0.0472,117.958,0.69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,True,False,66
458,By Your Side,https://api.spotify.com/v1/audio-analysis/51NBMjiv4t1nUiLC9Bim3G,https://api.spotify.com/v1/tracks/51NBMjiv4t1nUiLC9Bim3G,spotify:track:51NBMjiv4t1nUiLC9Bim3G,Jonas Blue,0.0754,0.6940000000000001,201254,0.73,0.0,6,0.057999999999999996,-3.852,1,0.0334,123.0,0.677,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,True,False,67
459,Portland,https://api.spotify.com/v1/audio-analysis/2bjwRfXMk4uRgOD9IBYl9h,https://api.spotify.com/v1/tracks/2bjwRfXMk4uRgOD9IBYl9h,spotify:track:2bjwRfXMk4uRgOD9IBYl9h,Drake,0.0143,0.924,236615,0.444,0.0,1,0.26,-8.227,1,0.243,136.088,0.314,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,True,False,80
460,Felices los 4,https://api.spotify.com/v1/audio-analysis/0qYTZCo5Bwh1nsUFGZP3zn,https://api.spotify.com/v1/tracks/0qYTZCo5Bwh1nsUFGZP3zn,spotify:track:0qYTZCo5Bwh1nsUFGZP3zn,Maluma,0.231,0.755,229849,0.789,0.0,5,0.35100000000000003,-4.502,1,0.146,93.973,0.737,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,True,False,88
461,Chantaje,https://api.spotify.com/v1/audio-analysis/6mICuAdrwEjh6Y6lroV2Kg,https://api.spotify.com/v1/tracks/6mICuAdrwEjh6Y6lroV2Kg,spotify:track:6mICuAdrwEjh6Y6lroV2Kg,Shakira,0.187,0.852,195840,0.773,3.05e-05,8,0.159,-2.9210000000000003,0,0.0776,102.03399999999999,0.907,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,True,False,83
462,Hips Don't Lie,https://api.spotify.com/v1/audio-analysis/3ZFTkvIE7kyPt6Nu3PEa7V,https://api.spotify.com/v1/tracks/3ZFTkvIE7kyPt6Nu3PEa7V,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,Shakira,0.284,0.778,218093,0.8240000000000001,0.0,10,0.405,-5.892,0,0.0712,100.024,0.7559999999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,False,False,83
463,Shed a Light,https://api.spotify.com/v1/audio-analysis/1eyrmeiDpdTkOmA839nPVQ,https://api.spotify.com/v1/tracks/1eyrmeiDpdTkOmA839nPVQ,spotify:track:1eyrmeiDpdTkOmA839nPVQ,Robin Schulz,0.11199999999999999,0.483,191379,0.787,0.0,8,0.257,-5.244,1,0.102,122.05799999999999,0.58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,True,False,72
464,SUBEME LA RADIO,https://api.spotify.com/v1/audio-analysis/7nKBxz47S9SD79N086fuhn,https://api.spotify.com/v1/tracks/7nKBxz47S9SD79N086fuhn,spotify:track:7nKBxz47S9SD79N086fuhn,Enrique Iglesias,0.0744,0.684,208163,0.823,0.0,9,0.111,-3.2969999999999997,0,0.0773,91.04799999999999,0.647,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,True,False,81
465,DUELE EL CORAZON,https://api.spotify.com/v1/audio-analysis/6YZdkObH88npeKrrkb8Ggf,https://api.spotify.com/v1/tracks/6YZdkObH88npeKrrkb8Ggf,spotify:track:6YZdkObH88npeKrrkb8Ggf,Enrique Iglesias,0.0786,0.7240000000000001,200813,0.904,0.0,8,0.226,-3.3539999999999996,0,0.0966,90.999,0.846,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,False,False,77
466,Bailando - Spanish Version,https://api.spotify.com/v1/audio-analysis/32lm3769IRfcnrQV11LO4E,https://api.spotify.com/v1/tracks/32lm3769IRfcnrQV11LO4E,spotify:track:32lm3769IRfcnrQV11LO4E,Enrique Iglesias,0.0467,0.713,243413,0.7829999999999999,1.93e-06,7,0.0449,-3.4989999999999997,1,0.124,90.93700000000001,0.958,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,72
467,3005,https://api.spotify.com/v1/audio-analysis/3Z2sglqDj1rDRMF5x0Sz2R,https://api.spotify.com/v1/tracks/3Z2sglqDj1rDRMF5x0Sz2R,spotify:track:3Z2sglqDj1rDRMF5x0Sz2R,Childish Gambino,0.149,0.473,234213,0.461,0.0,6,0.0973,-6.474,0,0.33299999999999996,165.985,0.615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,76
468,Versace On The Floor,https://api.spotify.com/v1/audio-analysis/0kN8xEmgMW9mh7UmDYHlJP,https://api.spotify.com/v1/tracks/0kN8xEmgMW9mh7UmDYHlJP,spotify:track:0kN8xEmgMW9mh7UmDYHlJP,Bruno Mars,0.196,0.578,261240,0.574,0.0,2,0.083,-6.209,1,0.0454,174.15200000000004,0.301,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,True,False,82
469,You Don't Know Me,https://api.spotify.com/v1/audio-analysis/1rFMYAZxBoAKSzXI54brMu,https://api.spotify.com/v1/tracks/1rFMYAZxBoAKSzXI54brMu,spotify:track:1rFMYAZxBoAKSzXI54brMu,Jax Jones,0.17,0.879,213947,0.6659999999999999,0.0,11,0.18600000000000005,-6.026,0,0.131,123.999,0.68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,69
470,Slow Hands,https://api.spotify.com/v1/audio-analysis/2cOUlop2ZakjOKe4WinesN,https://api.spotify.com/v1/tracks/2cOUlop2ZakjOKe4WinesN,spotify:track:2cOUlop2ZakjOKe4WinesN,Niall Horan,0.0139,0.726,188174,0.431,0.0,0,0.054000000000000006,-6.666,1,0.0554,85.889,0.86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,True,False,73
471,This Town,https://api.spotify.com/v1/audio-analysis/0qvzXomUDJVaUboy2wMfiS,https://api.spotify.com/v1/tracks/0qvzXomUDJVaUboy2wMfiS,spotify:track:0qvzXomUDJVaUboy2wMfiS,Niall Horan,0.72,0.6779999999999999,232852,0.401,0.0,6,0.11800000000000001,-8.408,0,0.0312,111.855,0.19399999999999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,False,False,69
472,Escápate Conmigo,https://api.spotify.com/v1/audio-analysis/1KSqYYJFyfTecXFk9M0prc,https://api.spotify.com/v1/tracks/1KSqYYJFyfTecXFk9M0prc,spotify:track:1KSqYYJFyfTecXFk9M0prc,Wisin,0.0256,0.7440000000000001,232787,0.8590000000000001,6.27e-05,11,0.0881,-3.1660000000000004,1,0.0795,91.977,0.787,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,True,False,88
473,Butterfly Effect,https://api.spotify.com/v1/audio-analysis/1yxgsra98r3qAtxqiGZPiX,https://api.spotify.com/v1/tracks/1yxgsra98r3qAtxqiGZPiX,spotify:track:1yxgsra98r3qAtxqiGZPiX,Travis Scott,0.0714,0.763,190678,0.598,0.0,11,0.11199999999999999,-6.865,1,0.0539,140.987,0.182,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,True,False,88
474,Cold (feat. Future),https://api.spotify.com/v1/audio-analysis/21TdkDRXuAB3k90ujRU1et,https://api.spotify.com/v1/tracks/21TdkDRXuAB3k90ujRU1et,spotify:track:21TdkDRXuAB3k90ujRU1et,Maroon 5,0.11800000000000001,0.6970000000000001,234308,0.716,0.0,9,0.0424,-6.287999999999999,0,0.113,99.905,0.506,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,78
475,Glorious (feat. Skylar Grey),https://api.spotify.com/v1/audio-analysis/0CokSRCu5hZgPxcZBaEzVE,https://api.spotify.com/v1/tracks/0CokSRCu5hZgPxcZBaEzVE,spotify:track:0CokSRCu5hZgPxcZBaEzVE,Macklemore,0.0323,0.731,220454,0.794,2.59e-05,0,0.11199999999999999,-5.126,0,0.0522,139.994,0.35600000000000004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,87
