,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,popularity,song,artist,genre
2,0.177,https://api.spotify.com/v1/audio-analysis/2fZQIJew3nkNe99s2PKzul,0.95,214648,0.412,2fZQIJew3nkNe99s2PKzul,0.0,1,0.077,-6.592,1,0.0731,121.019,4,https://api.spotify.com/v1/tracks/2fZQIJew3nkNe99s2PKzul,audio_features,spotify:track:2fZQIJew3nkNe99s2PKzul,0.73,76,Bad Liar,Selena Gomez,pop
3,0.0545,https://api.spotify.com/v1/audio-analysis/2dRvMEW4EwySxRUtEamSfG,0.616,227360,0.778,2dRvMEW4EwySxRUtEamSfG,0.0,7,0.142,-4.927,0,0.0387,83.065,4,https://api.spotify.com/v1/tracks/2dRvMEW4EwySxRUtEamSfG,audio_features,spotify:track:2dRvMEW4EwySxRUtEamSfG,0.655,69,The Heart Wants What It Wants,Selena Gomez,pop
4,0.0541,https://api.spotify.com/v1/audio-analysis/0B8QzDH7YWih85V5SEMnyJ,0.795,198944,0.568,0B8QzDH7YWih85V5SEMnyJ,0.0,5,0.108,-7.817,0,0.142,136.173,4,https://api.spotify.com/v1/tracks/0B8QzDH7YWih85V5SEMnyJ,audio_features,spotify:track:0B8QzDH7YWih85V5SEMnyJ,0.478,81,Money Longer,Lil Uzi Vert,rap
5,0.069,https://api.spotify.com/v1/audio-analysis/2ANLarE8yHVsLWW21nj79M,0.843,163944,0.359,2ANLarE8yHVsLWW21nj79M,0.0,0,0.12,-7.417,1,0.461,81.987,4,https://api.spotify.com/v1/tracks/2ANLarE8yHVsLWW21nj79M,audio_features,spotify:track:2ANLarE8yHVsLWW21nj79M,0.156,78,You Was Right,Lil Uzi Vert,rap
6,0.012,https://api.spotify.com/v1/audio-analysis/1e1JKLEDKP7hEQzJfNAgPl,0.791,181812,0.586,1e1JKLEDKP7hEQzJfNAgPl,0.0,11,0.46,-7.372,0,0.29,163.029,4,https://api.spotify.com/v1/tracks/1e1JKLEDKP7hEQzJfNAgPl,audio_features,spotify:track:1e1JKLEDKP7hEQzJfNAgPl,0.413,81,Magnolia,Playboi Carti,hip hop
7,0.307,https://api.spotify.com/v1/audio-analysis/6p8NuHm8uCGnn2Dtbtf7zE,0.92,304041,0.674,6p8NuHm8uCGnn2Dtbtf7zE,0.0,1,0.104,-5.662,0,0.264,141.967,4,https://api.spotify.com/v1/tracks/6p8NuHm8uCGnn2Dtbtf7zE,audio_features,spotify:track:6p8NuHm8uCGnn2Dtbtf7zE,0.741,86,Slippery (feat. Gucci Mane),Migos,rap
8,0.242,https://api.spotify.com/v1/audio-analysis/7KOlJ92bu51cltsD9KU5I7,0.865,242407,0.687,7KOlJ92bu51cltsD9KU5I7,0.0,10,0.158,-3.744,0,0.217,139.023,4,https://api.spotify.com/v1/tracks/7KOlJ92bu51cltsD9KU5I7,audio_features,spotify:track:7KOlJ92bu51cltsD9KU5I7,0.486,82,T-Shirt,Migos,rap
9,0.348,https://api.spotify.com/v1/audio-analysis/7IWkJwX9C0J7tHurTD7ViL,0.381,290907,0.594,7IWkJwX9C0J7tHurTD7ViL,0.0,3,0.0925,-5.97,1,0.0486,143.86,4,https://api.spotify.com/v1/tracks/7IWkJwX9C0J7tHurTD7ViL,audio_features,spotify:track:7IWkJwX9C0J7tHurTD7ViL,0.273,74,When We Were Young,Adele,pop
10,0.0189,https://api.spotify.com/v1/audio-analysis/4vb4mFvYsr2h6enhjJsq9Y,0.596,240427,0.838,4vb4mFvYsr2h6enhjJsq9Y,1.54e-05,5,0.108,-6.52,0,0.0704,94.982,4,https://api.spotify.com/v1/tracks/4vb4mFvYsr2h6enhjJsq9Y,audio_features,spotify:track:4vb4mFvYsr2h6enhjJsq9Y,0.472,73,Water Under the Bridge,Adele,pop
11,0.131,https://api.spotify.com/v1/audio-analysis/1CkvWZme3pRgbzaxZnTl5X,0.729,228293,0.756,1CkvWZme3pRgbzaxZnTl5X,0.0,8,0.0527,-5.119,1,0.0294,104.945,4,https://api.spotify.com/v1/tracks/1CkvWZme3pRgbzaxZnTl5X,audio_features,spotify:track:1CkvWZme3pRgbzaxZnTl5X,0.522,74,Rolling in the Deep,Adele,pop
12,0.00382,https://api.spotify.com/v1/audio-analysis/3CKCZ9pfwAfoMZlMncA1Nc,0.61,241693,0.683,3CKCZ9pfwAfoMZlMncA1Nc,1.79e-06,2,0.125,-3.879,0,0.0253,108.003,4,https://api.spotify.com/v1/tracks/3CKCZ9pfwAfoMZlMncA1Nc,audio_features,spotify:track:3CKCZ9pfwAfoMZlMncA1Nc,0.466,74,Set Fire to the Rain,Adele,pop
13,0.355,https://api.spotify.com/v1/audio-analysis/51ChrwmUPDJvedPQnIU8Ls,0.761,238440,0.386,51ChrwmUPDJvedPQnIU8Ls,0.0,4,0.0953,-6.158,1,0.0399,134.943,3,https://api.spotify.com/v1/tracks/51ChrwmUPDJvedPQnIU8Ls,audio_features,spotify:track:51ChrwmUPDJvedPQnIU8Ls,0.526,84,Dive,Ed Sheeran,pop
14,0.536,https://api.spotify.com/v1/audio-analysis/2RttW7RAu5nOAfq6YFvApB,0.522,207520,0.385,2RttW7RAu5nOAfq6YFvApB,0.0,0,0.135,-7.355,1,0.0288,89.792,4,https://api.spotify.com/v1/tracks/2RttW7RAu5nOAfq6YFvApB,audio_features,spotify:track:2RttW7RAu5nOAfq6YFvApB,0.236,86,Happier,Ed Sheeran,pop
15,0.143,https://api.spotify.com/v1/audio-analysis/79Jhw5xn4gGn6PZak275gg,0.783,228467,0.673,79Jhw5xn4gGn6PZak275gg,0.0,11,0.216,-4.938,1,0.0536,91.0,4,https://api.spotify.com/v1/tracks/79Jhw5xn4gGn6PZak275gg,audio_features,spotify:track:79Jhw5xn4gGn6PZak275gg,0.658,75,Traicionera,Sebastian Yatra,latino
16,0.246,https://api.spotify.com/v1/audio-analysis/1rXojdsUqqxGj2WCmJGWHP,0.777,238813,0.911,1rXojdsUqqxGj2WCmJGWHP,0.0,6,0.257,-3.223,0,0.173,96.017,4,https://api.spotify.com/v1/tracks/1rXojdsUqqxGj2WCmJGWHP,audio_features,spotify:track:1rXojdsUqqxGj2WCmJGWHP,0.704,78,Vacaciones,Wisin,latino
17,0.00219,https://api.spotify.com/v1/audio-analysis/37sINbJZcFdHFAsVNsPq1i,0.491,245467,0.885,37sINbJZcFdHFAsVNsPq1i,0.0,3,0.0741,-4.121,1,0.0395,166.992,4,https://api.spotify.com/v1/tracks/37sINbJZcFdHFAsVNsPq1i,audio_features,spotify:track:37sINbJZcFdHFAsVNsPq1i,0.641,74,Superheroes,The Script,pop
18,0.0313,https://api.spotify.com/v1/audio-analysis/7s0lDK7y3XLmI7tcsRAbW0,0.561,186827,0.927,7s0lDK7y3XLmI7tcsRAbW0,2.34e-05,9,0.529,-4.374,0,0.0619,152.011,4,https://api.spotify.com/v1/tracks/7s0lDK7y3XLmI7tcsRAbW0,audio_features,spotify:track:7s0lDK7y3XLmI7tcsRAbW0,0.553,72,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,punk
19,0.0938,https://api.spotify.com/v1/audio-analysis/4bPQs0PHn4xbipzdPfn6du,0.567,187613,0.795,4bPQs0PHn4xbipzdPfn6du,0.0,9,0.114,-4.985,0,0.134,170.06,4,https://api.spotify.com/v1/tracks/4bPQs0PHn4xbipzdPfn6du,audio_features,spotify:track:4bPQs0PHn4xbipzdPfn6du,0.635,76,I Write Sins Not Tragedies,Panic! At The Disco,punk
20,0.197,https://api.spotify.com/v1/audio-analysis/2Gl0FzuLxflY6nPifJp5Dr,0.633,193511,0.592,2Gl0FzuLxflY6nPifJp5Dr,0.0,0,0.099,-7.245,0,0.112,90.066,4,https://api.spotify.com/v1/tracks/2Gl0FzuLxflY6nPifJp5Dr,audio_features,spotify:track:2Gl0FzuLxflY6nPifJp5Dr,0.679,82,First Time,Kygo,electronic
21,0.298,https://api.spotify.com/v1/audio-analysis/52okn5MNA47tk87PeZJLEL,0.656,212120,0.721,52okn5MNA47tk87PeZJLEL,0.0,5,0.173,-5.665,0,0.122,148.066,4,https://api.spotify.com/v1/tracks/52okn5MNA47tk87PeZJLEL,audio_features,spotify:track:52okn5MNA47tk87PeZJLEL,0.468,88,Let You Down,NF,Unknown
22,0.141,https://api.spotify.com/v1/audio-analysis/7JNh1cfm0eXjqFVOzKLyau,0.743,202453,0.855,7JNh1cfm0eXjqFVOzKLyau,0.0045,5,0.099,-3.976,0,0.0436,96.989,4,https://api.spotify.com/v1/tracks/7JNh1cfm0eXjqFVOzKLyau,audio_features,spotify:track:7JNh1cfm0eXjqFVOzKLyau,0.871,90,Mayores,Becky G,pop
23,0.222,https://api.spotify.com/v1/audio-analysis/1m69ELEgE6k5ZWsap40ozt,0.739,188080,0.821,1m69ELEgE6k5ZWsap40ozt,9.6e-06,1,0.311,-4.233,1,0.0852,171.077,4,https://api.spotify.com/v1/tracks/1m69ELEgE6k5ZWsap40ozt,audio_features,spotify:track:1m69ELEgE6k5ZWsap40ozt,0.693,88,Se Preparó,Ozuna,latino
24,0.164,https://api.spotify.com/v1/audio-analysis/5zSOVwaY3sVjnmLhuEfsuf,0.748,193227,0.565,5zSOVwaY3sVjnmLhuEfsuf,0.00169,7,0.103,-5.895,1,0.0476,175.92,4,https://api.spotify.com/v1/tracks/5zSOVwaY3sVjnmLhuEfsuf,audio_features,spotify:track:5zSOVwaY3sVjnmLhuEfsuf,0.812,78,Tú Foto,Ozuna,latino
25,0.03,https://api.spotify.com/v1/audio-analysis/6Za3190Sbw39BBC77WSS1C,0.814,232550,0.813,6Za3190Sbw39BBC77WSS1C,9.33e-05,2,0.255,-3.023,0,0.0561,79.997,4,https://api.spotify.com/v1/tracks/6Za3190Sbw39BBC77WSS1C,audio_features,spotify:track:6Za3190Sbw39BBC77WSS1C,0.839,93,Criminal,Natti Natasha,latino
26,0.222,https://api.spotify.com/v1/audio-analysis/3pXF1nA74528Edde4of9CC,0.765,198293,0.356,3pXF1nA74528Edde4of9CC,0.0,11,0.0963,-5.556,0,0.196,97.001,4,https://api.spotify.com/v1/tracks/3pXF1nA74528Edde4of9CC,audio_features,spotify:track:3pXF1nA74528Edde4of9CC,0.19,82,Don't,Bryson Tiller,rap
27,0.108,https://api.spotify.com/v1/audio-analysis/43PuMrRfbyyuz4QpZ3oAwN,0.53,194613,0.433,43PuMrRfbyyuz4QpZ3oAwN,0.0,6,0.135,-10.598,1,0.185,160.14,4,https://api.spotify.com/v1/tracks/43PuMrRfbyyuz4QpZ3oAwN,audio_features,spotify:track:43PuMrRfbyyuz4QpZ3oAwN,0.274,82,Exchange,Bryson Tiller,rap
28,0.0244,https://api.spotify.com/v1/audio-analysis/2XW4DbS6NddZxRPm5rMCeY,0.753,198960,0.454,2XW4DbS6NddZxRPm5rMCeY,5.62e-05,7,0.498,-9.488,1,0.0963,77.17,4,https://api.spotify.com/v1/tracks/2XW4DbS6NddZxRPm5rMCeY,audio_features,spotify:track:2XW4DbS6NddZxRPm5rMCeY,0.344,100,God's Plan,Drake,hip hop
29,0.047,https://api.spotify.com/v1/audio-analysis/7iDa6hUg2VgEL1o1HjmfBn,0.643,163870,0.783,7iDa6hUg2VgEL1o1HjmfBn,0.0,10,0.083,-6.458,1,0.0856,154.084,4,https://api.spotify.com/v1/tracks/7iDa6hUg2VgEL1o1HjmfBn,audio_features,spotify:track:7iDa6hUg2VgEL1o1HjmfBn,0.579,96,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,electronic
30,0.0481,https://api.spotify.com/v1/audio-analysis/6DOBk1Pxe7q8YFI9Ozbrb3,0.606,191800,0.889,6DOBk1Pxe7q8YFI9Ozbrb3,3.56e-06,9,0.0933,-4.782,0,0.0519,97.988,4,https://api.spotify.com/v1/tracks/6DOBk1Pxe7q8YFI9Ozbrb3,audio_features,spotify:track:6DOBk1Pxe7q8YFI9Ozbrb3,0.337,71,I Got You,Bebe Rexha,electronic
31,0.468,https://api.spotify.com/v1/audio-analysis/0eZBeB2xFIS65jQHerispi,0.322,248467,0.28,0eZBeB2xFIS65jQHerispi,1.1e-06,6,0.102,-9.367,0,0.0281,85.794,4,https://api.spotify.com/v1/tracks/0eZBeB2xFIS65jQHerispi,audio_features,spotify:track:0eZBeB2xFIS65jQHerispi,0.175,72,The Sound Of Silence,Disturbed,metal
32,0.566,https://api.spotify.com/v1/audio-analysis/65NwOZqoXny4JxqAPlfxRF,0.74,220880,0.558,65NwOZqoXny4JxqAPlfxRF,0.0,8,0.112,-8.115,1,0.102,140.057,4,https://api.spotify.com/v1/tracks/65NwOZqoXny4JxqAPlfxRF,audio_features,spotify:track:65NwOZqoXny4JxqAPlfxRF,0.421,94,Psycho (feat. Ty Dolla $ign),Post Malone,rap
33,0.0808,https://api.spotify.com/v1/audio-analysis/34oB5r0lcN3fYWCs2uA1k5,0.695,211364,0.497,34oB5r0lcN3fYWCs2uA1k5,0.0,8,0.0852,-4.884,1,0.0362,99.972,4,https://api.spotify.com/v1/tracks/34oB5r0lcN3fYWCs2uA1k5,audio_features,spotify:track:34oB5r0lcN3fYWCs2uA1k5,0.537,73,The Cure,Lady Gaga,pop
34,0.139,https://api.spotify.com/v1/audio-analysis/0WfKDYeUAoLA3vdvLKKWMW,0.846,237200,0.815,0WfKDYeUAoLA3vdvLKKWMW,2.19e-06,4,0.131,-4.512,1,0.0761,118.999,4,https://api.spotify.com/v1/tracks/0WfKDYeUAoLA3vdvLKKWMW,audio_features,spotify:track:0WfKDYeUAoLA3vdvLKKWMW,0.831,69,Poker Face,Lady Gaga,pop
35,0.00305,https://api.spotify.com/v1/audio-analysis/5P5cGNzqh6A353N3ShDK6Y,0.697,294573,0.921,5P5cGNzqh6A353N3ShDK6Y,3.65e-05,0,0.0831,-3.75,1,0.0391,118.99,4,https://api.spotify.com/v1/tracks/5P5cGNzqh6A353N3ShDK6Y,audio_features,spotify:track:5P5cGNzqh6A353N3ShDK6Y,0.721,70,Bad Romance,Lady Gaga,pop
36,0.437,https://api.spotify.com/v1/audio-analysis/7dZ1Odmx9jWIweQSatnRqo,0.665,205280,0.424,7dZ1Odmx9jWIweQSatnRqo,0.0,0,0.107,-7.838,1,0.0444,129.911,4,https://api.spotify.com/v1/tracks/7dZ1Odmx9jWIweQSatnRqo,audio_features,spotify:track:7dZ1Odmx9jWIweQSatnRqo,0.134,75,Million Reasons,Lady Gaga,pop
37,0.0337,https://api.spotify.com/v1/audio-analysis/6HkjpGIOHv4y0IBAxUbE5z,0.822,241933,0.753,6HkjpGIOHv4y0IBAxUbE5z,1.76e-05,1,0.218,-4.499,0,0.0332,118.982,4,https://api.spotify.com/v1/tracks/6HkjpGIOHv4y0IBAxUbE5z,audio_features,spotify:track:6HkjpGIOHv4y0IBAxUbE5z,0.709,65,Just Dance,Lady Gaga,pop
38,0.0285,https://api.spotify.com/v1/audio-analysis/0Qh38w01QRXK6KHIv0e3hb,0.489,269600,0.588,0Qh38w01QRXK6KHIv0e3hb,2.11e-06,1,0.0906,-6.177,1,0.0507,113.617,4,https://api.spotify.com/v1/tracks/0Qh38w01QRXK6KHIv0e3hb,audio_features,spotify:track:0Qh38w01QRXK6KHIv0e3hb,0.187,82,What About Us,P!nk,r&b
39,0.0326,https://api.spotify.com/v1/audio-analysis/5NIPsWpDjJTFBoPxCUUeXp,0.445,273600,0.955,5NIPsWpDjJTFBoPxCUUeXp,0.284,8,0.317,-8.027,1,0.0856,123.343,4,https://api.spotify.com/v1/tracks/5NIPsWpDjJTFBoPxCUUeXp,audio_features,spotify:track:5NIPsWpDjJTFBoPxCUUeXp,0.336,74,Welcome To The Jungle,Guns N' Roses,rock
40,0.0214,https://api.spotify.com/v1/audio-analysis/5Q41NLTmGbVPozwHKK7bk2,0.274,406307,0.949,5Q41NLTmGbVPozwHKK7bk2,0.00778,11,0.218,-8.642,1,0.0896,100.346,4,https://api.spotify.com/v1/tracks/5Q41NLTmGbVPozwHKK7bk2,audio_features,spotify:track:5Q41NLTmGbVPozwHKK7bk2,0.497,73,Paradise City,Guns N' Roses,rock
41,0.0746,https://api.spotify.com/v1/audio-analysis/5OMwQFBcte0aWFJFqrr5oj,0.755,199693,0.832,5OMwQFBcte0aWFJFqrr5oj,1.27e-06,2,0.291,-2.741,0,0.116,120.032,4,https://api.spotify.com/v1/tracks/5OMwQFBcte0aWFJFqrr5oj,audio_features,spotify:track:5OMwQFBcte0aWFJFqrr5oj,0.735,72,TiK ToK,Kesha,rap
42,0.227,https://api.spotify.com/v1/audio-analysis/1TfqLAPs4K3s2rJMoCokcS,0.692,216933,0.711,1TfqLAPs4K3s2rJMoCokcS,0.0,0,0.12,-7.498,0,0.0317,125.135,4,https://api.spotify.com/v1/tracks/1TfqLAPs4K3s2rJMoCokcS,audio_features,spotify:track:1TfqLAPs4K3s2rJMoCokcS,0.875,83,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,rock
43,0.0198,https://api.spotify.com/v1/audio-analysis/4lnAN2S1fcI0SjxEbksZVr,0.707,186113,0.611,4lnAN2S1fcI0SjxEbksZVr,3.59e-06,2,0.0651,-4.474,1,0.0639,123.006,4,https://api.spotify.com/v1/tracks/4lnAN2S1fcI0SjxEbksZVr,audio_features,spotify:track:4lnAN2S1fcI0SjxEbksZVr,0.285,77,Fetish (feat. Gucci Mane),Selena Gomez,pop
44,0.0584,https://api.spotify.com/v1/audio-analysis/0O45fw2L5vsWpdsOdXwNAR,0.967,242733,0.583,0O45fw2L5vsWpdsOdXwNAR,0.0,7,0.0519,-5.562,0,0.0789,117.0,4,https://api.spotify.com/v1/tracks/0O45fw2L5vsWpdsOdXwNAR,audio_features,spotify:track:0O45fw2L5vsWpdsOdXwNAR,0.964,78,SexyBack,Justin Timberlake,r&b
45,0.00407,https://api.spotify.com/v1/audio-analysis/5VSCgNlSmTV2Yq5lB40Eaw,0.497,239894,0.884,5VSCgNlSmTV2Yq5lB40Eaw,0.000326,2,0.0968,-4.717,0,0.0436,126.023,4,https://api.spotify.com/v1/tracks/5VSCgNlSmTV2Yq5lB40Eaw,audio_features,spotify:track:5VSCgNlSmTV2Yq5lB40Eaw,0.216,65,Love Me Again,John Newman,Unknown
46,0.183,https://api.spotify.com/v1/audio-analysis/7e89621JPkKaeDSTQ3avtg,0.602,283800,0.606,7e89621JPkKaeDSTQ3avtg,0.000178,7,0.0847,-12.078,1,0.0262,97.827,4,https://api.spotify.com/v1/tracks/7e89621JPkKaeDSTQ3avtg,audio_features,spotify:track:7e89621JPkKaeDSTQ3avtg,0.893,76,Sweet Home Alabama,Lynyrd Skynyrd,rock
47,0.045,https://api.spotify.com/v1/audio-analysis/1Bt6TZfF8FSqdiHPN0vy4u,0.852,227600,0.616,1Bt6TZfF8FSqdiHPN0vy4u,0.0,0,0.321,-4.728,1,0.0747,94.758,4,https://api.spotify.com/v1/tracks/1Bt6TZfF8FSqdiHPN0vy4u,audio_features,spotify:track:1Bt6TZfF8FSqdiHPN0vy4u,0.685,70,It Wasn't Me,Shaggy,rap
48,0.0183,https://api.spotify.com/v1/audio-analysis/5rb9QrpfcKFHM1EUbSIurX,0.894,250373,0.791,5rb9QrpfcKFHM1EUbSIurX,0.0,2,0.0388,-4.699,1,0.112,105.018,4,https://api.spotify.com/v1/tracks/5rb9QrpfcKFHM1EUbSIurX,audio_features,spotify:track:5rb9QrpfcKFHM1EUbSIurX,0.583,79,Yeah!,Usher,hip hop
